Sl_No,Restaurant_Name,Restaurant_Number,Restaurant_Address,City,State,ZipCode,TripAdvisor_Rating,TripAdvisor_Rating_Count,Foursquare_Rating
751,Sky's Gourmet Tacos,(323) 932-6253,5303 W Pico Blvd,Los Angeles,CA,90019,NA,NA,NA
752,Merkato Ethiopian Restaurant & Market,(323) 935-1775,1036 S Fairfax Ave,Los Angeles,CA,90019,NA,NA,7.52
753,Gusto,(323) 782-1778,8432 W 3rd St,Los Angeles,CA,90048,NA,NA,NA
754,Wiki Poki,(213) 739-4363,3438 Wilshire Blvd,Los Angeles,CA,90010,NA,NA,NA
755,Birch,(323) 960-3369,1634 N Cahuenga Blvd,Los Angeles,CA,90028,NA,NA,NA
756,The Hamwich Shack,(323) 533-8712,1330 E Imperial Hwy,Los Angeles,CA,90059,NA,NA,NA
757,Cafe Brasil,(310) 837-8957,10831 Venice Blvd,Los Angeles,CA,90034,NA,NA,NA
758,Seoul Sausage Co.,(213) 935-8677,236 S Los Angeles St,Los Angeles,CA,90012,NA,NA,NA
759,Le Petit Paris,(213) 217-4445,418/420 South Spring Street,Los Angeles,CA,90013,NA,NA,NA
760,Arts District Brewing,(213) 519-5887,828 Traction Ave,Los Angeles,CA,90013,NA,NA,8.95
761,Amazebowls,(323) 610-2099,300 S Santa Fe Ave,Los Angeles,CA,90013,NA,NA,8.4
762,Brunch,(213) 265-7731,"718 S Los Angeles St,Ste A",Los Angeles,CA,90014,NA,NA,NA
763,Armando’s Lunch Truck,(562) 650-2951,941 W 35th St Usc Universi,Los Angeles,CA,90089,NA,NA,NA
764,Super Tortas Df,(323) 351-8379,1098 E 41st St,Los Angeles,CA,90011,NA,NA,NA
765,Anko,(213) 568-3657,400 S Western Ave,Los Angeles,CA,90020,NA,NA,7.96
766,Prism Coffee,(213) 215-8336,1032 Crenshaw Blvd,Los Angeles,CA,90019,NA,NA,6.88
767,Cancun Ole,(323) 492-9286,5219 E Beverly Blvd,Los Angeles,CA,90022,NA,NA,NA
768,Basket Burger Cafe,(323) 269-6823,1264 S Atlantic Blvd,Los Angeles,CA,90022,NA,NA,7.32
769,Grilled Fraiche,(323) 389-8888,5800 West Blvd,Los Angeles,CA,90043,NA,NA,7.06
770,Gotta Have S'more,(310) 733-4693,3606 Holdrege Ave,Los Angeles,CA,90016,NA,NA,NA
771,Bon Bon Berry Acai Bowl & Frozen Yogurt,(310) 441-5566,1848 Westwood Blvd,Los Angeles,CA,90025,4.0,1,NA
772,Renew Juicery,(310) 439-0593,12460 Washington Pl,Los Angeles,CA,90066,NA,NA,NA
773,Pitfire Artisan Pizza,(323) 544-6240,801 N Fairfax Ave,Los Angeles,CA,90046,NA,NA,NA
774,Milk,(323) 913-9911,1639 Silver Lake Blvd,Los Angeles,CA,90026,NA,NA,8.71
775,La 1st Street Taqueria,(323) 262-9787,1843 E 1st St,Los Angeles,CA,90033,NA,NA,NA
776,Bikes And Hikes L.A.,(323) 796-8555,2700 N Vermont Ave,Los Angeles,CA,90027,NA,NA,NA
777,Trois M E C,(323) 468-8915,716 Highland Ave,Los Angeles,CA,90038,NA,NA,NA
778,Hamburger Dan's 4,(323) 737-1522,3764 S Normandie Ave,Los Angeles,CA,90007,NA,NA,NA
779,Sansuitei,(213) 613-0100,313 E 1st St,Los Angeles,CA,90012,NA,NA,NA
780,My Ramen Bar,(213) 613-9888,321 1/4 E 1st St,Los Angeles,CA,90012,NA,NA,7.52
781,Riviera 31,(310) 358-3944,8555 Beverly Blvd,Los Angeles,CA,90048,4.0,24,7.79
782,Eva's Lechon & Deli,(213) 383-3179,4252 W 3rd St,Los Angeles,CA,90020,5.0,3,NA
783,Barbeque King,(323) 750-1064,5309 S Vermont Ave,Los Angeles,CA,90037,4.5,5,7.3
784,Five0Four,(323) 960-0224,6541 Hollywood Blvd Ste 102,Los Angeles,CA,90028,4.0,11,NA
785,Hong Kong BBQ Restaurant,(213) 687-7238,803 N Broadway,Los Angeles,CA,90012,4.0,41,6.98
786,Berri's Pizza Cafe,(323) 852-0642,8412 W 3rd St,Los Angeles,CA,90048,3.5,62,8.76
787,Twin Dragon,(310) 657-7355,8597 W Pico Blvd,Los Angeles,CA,90035,4.0,34,6.98
788,Chin Chin,(310) 826-2525,11740 San Vicente Blvd Ste 201,Los Angeles,CA,90049,3.5,37,6.94
789,Wacky Wok,(310) 670-0071,8919 S Sepulveda Blvd,Los Angeles,CA,90045,4.0,28,6.0
790,Brite Spot,(213) 484-9800,1918 W Sunset Blvd,Los Angeles,CA,90026,3.5,55,7.58
791,Joe's Pizza,(213) 988-8848,613 S Spring St,Los Angeles,CA,90014,4.5,7,6.05
792,Outdoor Grill,(310) 636-4745,12630 1/2 Washington Pl,Los Angeles,CA,90066,4.0,20,6.15
793,Lakeview Bistro,(213) 612-4897,404 S Figueroa St,Los Angeles,CA,90071,4.0,37,5.93
794,Hyde Sunset Kitchen & Cocktails,(323) 940-1650,8117 W Sunset Blvd,Los Angeles,CA,90046,4.0,19,7.54
795,Cheng Du Restaurant,(310) 477-4917,11538 W Pico Blvd,Los Angeles,CA,90064,4.0,23,7.93
796,Zencu Sushi & Grill,(213) 687-7780,319 E 2nd St Ste 206,Los Angeles,CA,90012,4.0,22,7.83
797,Chilli Thai,(310) 441-9443,10889 W Pico Blvd,Los Angeles,CA,90064,4.0,17,5.71
798,Cabo Cantina,(323) 822-7820,8301 W Sunset Blvd,Los Angeles,CA,90069,3.5,112,5.89
799,Meizhou Dongpo,(310) 788-0120,10250 Santa Monica Boulevard,Los Angeles,CA,90067,3.5,50,6.58
800,La Parrilla,(213) 353-4930,1300 Wilshire Blvd,Los Angeles,CA,90017,4.0,33,7.01
801,Trio House,(213) 741-0101,3101 S Figueroa St,Los Angeles,CA,90007,4.0,27,NA
802,Onkei Ramen,(310) 208-7280,10942 Weyburn Ave,Los Angeles,CA,90024,4.0,10,7.16
803,Mr Noodle,(310) 208-7808,936 Broxton Ave,Los Angeles,CA,90024,4.0,40,5.57
804,King Buffet,(323) 468-9398,1375 N Western Ave,Los Angeles,CA,90027,3.5,75,7.47
805,Dublins Irish Whiskey Pub,(213) 439-9931,815 W 7th St,Los Angeles,CA,90017,3.5,31,NA
806,BBQ Chicken LA,(213) 739-1047,3450 W 6th St Ste 102,Los Angeles,CA,90020,4.5,5,NA
807,Delphi Greek,(310) 478-2900,1383 Westwood Blvd,Los Angeles,CA,90024,4.0,31,6.11
808,Engine Co. No. 28,(213) 624-6996,644 S Figueroa St,Los Angeles,CA,90017,3.5,204,6.74
809,Spain Restaurant,(323) 928-1626,1866 Glendale Blvd,Los Angeles,CA,90026,4.0,12,5.9
810,BJ's Restaurants,(310) 209-7475,939 Broxton Ave,Los Angeles,CA,90024,4.0,37,6.05
811,Nashville Hot Chicken,(323) 929-0677,1921 N Highland Ave,Los Angeles,CA,90068,5.0,4,NA
812,Blue Ribbon Sushi Bar & Grill,(323) 352-9300,189 The Grove Dr,Los Angeles,CA,90036,4.0,87,6.26
813,Ladurée The Grove,(323) 456-0282,189 The Grove Dr,Los Angeles,CA,90036,4.0,64,7.68
814,E.A.K. Ramen,(323) 866-1866,7455 Melrose Ave,Los Angeles,CA,90046,4.5,30,6.18
815,Spice Restaurant,(323) 876-0497,2011 N Highland Ave,Los Angeles,CA,90068,4.0,65,NA
816,The Barish,(323) 769-8888,7000 Hollywood Blvd  Located Inside The Historic Hollywood Roosevelt Hotel,Los Angeles,CA,90028,4.0,4,NA
817,Shin,(323) 874-4692,1655 N La Brea Ave,Los Angeles,CA,90028,NA,NA,5.94
818,Monsieur Marcel,(323) 939-7792,6333 W 3rd St,Los Angeles,CA,90036,4.5,255,9.0
819,Veggie Grill,(323) 933-3997,110 S Fairfax Ave,Los Angeles,CA,90036,4.5,41,8.78
820,Basil Pizza Bar,(800) 430-2420,1066 S Fairfax Ave,Los Angeles,CA,90019,NA,NA,NA
821,Chao Krung Restaurant,(323) 939-8361,111 N Fairfax Ave,Los Angeles,CA,90036,4.0,31,6.77
822,Blazin' Birds,(323) 509-4192,6246 Wilshire Blvd  On Wilshire Blvd. Near Beverly Hills   And Miracle Mile,Los Angeles,CA,90048,4.5,3,NA
823,Melrose Bite (Kosher LA),(323) 951-9573,7801 Melrose Ave Ste 1A,Los Angeles,CA,90046,5.0,2,NA
824,Canter's Deli,(323) 651-2030,419 N Fairfax Ave,Los Angeles,CA,90036,4.0,799,8.76
825,Electric Owl,(323) 545-6565,1451 N Gardner St,Los Angeles,CA,90046,4.0,18,8.97
826,Open Face Food Shop,(855) 676-3223,5577 W Adams Blvd,Los Angeles,CA,90016,5.0,1,NA
827,Tal's Cafe,(323) 751-9749,2701 W Florence Ave,Los Angeles,CA,90043,3.5,4,6.28
828,Quality Food & Beverage,(323) 658-5959,8030 W 3rd St,Los Angeles,CA,90048,4.0,34,NA
829,Bacari W. 3rd,(213) 933-2327,8030 3/4 W 3rd St,Los Angeles,CA,90048,4.5,21,7.96
830,Sweetfin,(323) 934-3701,8075 W 3rd St,Los Angeles,CA,90048,5.0,1,7.53
831,Stella Coffee Beverly Hills,(323) 879-9196,6310 San Vicente Blvd,Los Angeles,CA,90048,5.0,6,NA
832,Cheebo Express,(323) 424-3454,801 N Fairfax Ave Ste 105,Los Angeles,CA,90046,NA,NA,NA
833,The Little Door,(323) 951-1210,8164 W 3rd St,Los Angeles,CA,90048,4.5,305,8.89
834,Ecco Un Poco,(310) 595-0466,8318 W 3rd St,Los Angeles,CA,90048,5.0,3,NA
835,Seoulmates,(323) 424-4863,8320 W 3rd St,Los Angeles,CA,90048,NA,NA,NA
836,Matsumoto,(323) 653-0470,8385 Beverly Blvd,Los Angeles,CA,90048,4.5,11,7.56
837,Beverly Hills Juice,(323) 655-8300,8382 Beverly Blvd,Los Angeles,CA,90048,5.0,2,8.13
838,Wokcano Crescent,(323) 450-9037,8000 W Sunset Blvd,Los Angeles,CA,90046,4.0,31,6.56
839,Toca Madera,(323) 852-9400,8450 W 3rd St,Los Angeles,CA,90048,4.0,116,NA
840,Sushi Koo,(323) 653-3959,8474 W 3rd St,Los Angeles,CA,90048,4.5,4,6.61
